Ponto,Amostra,SSID1,RSSI1,SSID2,RSSI2,SSID3,RSSI3,SSID4,RSSI4,SSID5,RSSI5,SSID6,RSSI6,SSID7,RSSI7,SSID8,RSSI8,SSID9,RSSI9,SSID10,RSSI10
RP6,1,dlink-9A00,-50,VISITANTE_CETELI,-51,CETELI_TREINAMENTOS,-51,CETELI_P&D,-51,CETELI_WIFI,-52,eduroam,-64,wifi-zone-ufam-1,-64,TPV,-66,S80,-80,LAB_LME_2G,-81
RP6,2,dlink-9A00,-50,CETELI_WIFI,-53,CETELI_TREINAMENTOS,-53,CETELI_P&D,-54,VISITANTE_CETELI,-55,eduroam,-64,wifi-zone-ufam-1,-64,TPV,-66,S80,-79,lpmc_ft,-82
RP6,3,dlink-9A00,-52,CETELI_WIFI,-55,CETELI_TREINAMENTOS,-55,VISITANTE_CETELI,-56,CETELI_P&D,-56,eduroam,-65,wifi-zone-ufam-1,-65,TPV,-69,S80,-80,IoT-zone-ufam,-81
RP6,4,dlink-9A00,-52,VISITANTE_CETELI,-54,CETELI_WIFI,-54,CETELI_P&D,-54,CETELI_TREINAMENTOS,-55,eduroam,-64,wifi-zone-ufam-1,-64,TPV,-69,LAB_LME_2G,-79,S80,-80
RP6,5,dlink-9A00,-54,CETELI_WIFI,-55,VISITANTE_CETELI,-55,CETELI_TREINAMENTOS,-55,CETELI_P&D,-56,TPV,-66,eduroam,-67,wifi-zone-ufam-1,-67,S80,-81,IoT-zone-ufam,-84
RP6,6,dlink-9A00,-54,CETELI_WIFI,-55,CETELI_P&D,-55,CETELI_TREINAMENTOS,-55,VISITANTE_CETELI,-56,eduroam,-64,wifi-zone-ufam-1,-64,TPV,-68,S80,-79,lpmc_ft,-81
RP6,7,dlink-9A00,-55,CETELI_WIFI,-55,VISITANTE_CETELI,-55,CETELI_TREINAMENTOS,-55,CETELI_P&D,-55,eduroam,-64,wifi-zone-ufam-1,-64,TPV,-65,Marly’s iPhone (2),-82,S80,-82
RP6,8,dlink-9A00,-54,CETELI_WIFI,-54,VISITANTE_CETELI,-54,CETELI_TREINAMENTOS,-55,CETELI_P&D,-55,eduroam,-62,wifi-zone-ufam-1,-62,TPV,-64,S80,-80,IoT-zone-ufam,-81
RP6,9,CETELI_TREINAMENTOS,-52,CETELI_WIFI,-53,CETELI_P&D,-53,dlink-9A00,-54,VISITANTE_CETELI,-54,wifi-zone-ufam-1,-61,eduroam,-62,TPV,-65,S80,-80,IoT-zone-ufam,-82
RP6,10,VISITANTE_CETELI,-56,CETELI_TREINAMENTOS,-56,CETELI_WIFI,-56,CETELI_P&D,-56,eduroam,-63,wifi-zone-ufam-1,-63,TPV,-64,S80,-80,lpmc_ft,-82,IoT-zone-ufam,-82
RP6,11,dlink-9A00,-53,VISITANTE_CETELI,-55,CETELI_P&D,-55,CETELI_TREINAMENTOS,-56,CETELI_WIFI,-58,eduroam,-64,wifi-zone-ufam-1,-64,TPV,-67,S80,-81,BRITO_AP,-83
RP6,12,dlink-9A00,-55,CETELI_P&D,-56,CETELI_WIFI,-57,CETELI_TREINAMENTOS,-57,VISITANTE_CETELI,-59,eduroam,-63,wifi-zone-ufam-1,-63,TPV,-68,lpmc_ft,-81,S80,-82
RP6,13,dlink-9A00,-54,CETELI_WIFI,-57,VISITANTE_CETELI,-57,CETELI_TREINAMENTOS,-57,CETELI_P&D,-57,eduroam,-64,wifi-zone-ufam-1,-64,TPV,-68,SISREI,-80,Marly’s iPhone (2),-81
RP6,14,dlink-9A00,-54,CETELI_TREINAMENTOS,-57,CETELI_P&D,-57,CETELI_WIFI,-58,VISITANTE_CETELI,-58,eduroam,-65,wifi-zone-ufam-1,-65,TPV,-69,S80,-82,BRITO_AP,-83
RP6,15,dlink-9A00,-52,CETELI_P&D,-58,VISITANTE_CETELI,-59,CETELI_TREINAMENTOS,-59,CETELI_WIFI,-59,eduroam,-63,wifi-zone-ufam-1,-63,TPV,-67,S80,-81,IoT-zone-ufam,-83
RP6,16,dlink-9A00,-56,VISITANTE_CETELI,-56,CETELI_P&D,-56,CETELI_TREINAMENTOS,-57,CETELI_WIFI,-57,eduroam,-64,wifi-zone-ufam-1,-64,TPV,-66,lpmc_ft,-81,BRITO_AP,-82
RP6,17,dlink-9A00,-55,VISITANTE_CETELI,-62,eduroam,-63,wifi-zone-ufam-1,-63,CETELI_WIFI,-63,CETELI_TREINAMENTOS,-63,CETELI_P&D,-64,TPV,-65,BRITO_AP,-81,IoT-zone-ufam,-83
RP6,18,dlink-9A00,-53,CETELI_WIFI,-57,VISITANTE_CETELI,-57,CETELI_P&D,-57,CETELI_TREINAMENTOS,-58,eduroam,-63,wifi-zone-ufam-1,-63,TPV,-67,S80,-80,IoT-zone-ufam,-83
RP6,19,dlink-9A00,-54,CETELI_TREINAMENTOS,-57,CETELI_WIFI,-58,CETELI_P&D,-58,VISITANTE_CETELI,-59,eduroam,-64,wifi-zone-ufam-1,-64,TPV,-68,S80,-81,BRITO_AP,-82
RP6,20,CETELI_WIFI,-53,CETELI_P&D,-54,dlink-9A00,-55,VISITANTE_CETELI,-55,CETELI_TREINAMENTOS,-55,wifi-zone-ufam-1,-63,eduroam,-64,TPV,-68,lpmc_ft,-82,S80,-82
RP6,21,dlink-9A00,-54,CETELI_WIFI,-54,VISITANTE_CETELI,-54,CETELI_P&D,-54,CETELI_TREINAMENTOS,-55,eduroam,-62,wifi-zone-ufam-1,-62,TPV,-68,S80,-81,IoT-zone-ufam,-84
RP6,22,CETELI_WIFI,-52,CETELI_TREINAMENTOS,-52,CETELI_P&D,-52,VISITANTE_CETELI,-53,dlink-9A00,-54,wifi-zone-ufam-1,-65,eduroam,-66,TPV,-74,lpmc_ft,-80,IoT-zone-ufam,-82
RP6,23,dlink-9A00,-54,CETELI_TREINAMENTOS,-55,CETELI_WIFI,-55,VISITANTE_CETELI,-56,CETELI_P&D,-56,eduroam,-66,wifi-zone-ufam-1,-66,TPV,-69,IoT-zone-ufam,-81,S80,-81
RP6,24,dlink-9A00,-55,CETELI_WIFI,-61,VISITANTE_CETELI,-62,CETELI_TREINAMENTOS,-62,CETELI_P&D,-62,TPV,-67,eduroam,-69,wifi-zone-ufam-1,-69,IoT-zone-ufam,-83,S80,-83
RP6,25,VISITANTE_CETELI,-60,CETELI_WIFI,-61,CETELI_P&D,-61,CETELI_TREINAMENTOS,-64,TPV,-67,eduroam,-68,wifi-zone-ufam-1,-68,S80,-81,IoT-zone-ufam,-83,BRITO_AP,-84
RP6,26,dlink-9A00,-55,CETELI_WIFI,-58,CETELI_TREINAMENTOS,-58,CETELI_P&D,-58,VISITANTE_CETELI,-59,TPV,-65,wifi-zone-ufam-1,-69,eduroam,-70,S80,-83,IoT-zone-ufam,-85
RP6,27,dlink-9A00,-57,CETELI_WIFI,-58,VISITANTE_CETELI,-58,CETELI_P&D,-58,CETELI_TREINAMENTOS,-59,TPV,-67,eduroam,-70,wifi-zone-ufam-1,-70,Marly’s iPhone (2),-81,IoT-zone-ufam,-82
RP6,28,CETELI_WIFI,-53,VISITANTE_CETELI,-54,CETELI_TREINAMENTOS,-54,CETELI_P&D,-54,dlink-9A00,-56,TPV,-68,eduroam,-69,wifi-zone-ufam-1,-69,S80,-83,IoT-zone-ufam,-84
RP6,29,CETELI_P&D,-54,CETELI_WIFI,-55,VISITANTE_CETELI,-55,CETELI_TREINAMENTOS,-55,dlink-9A00,-59,eduroam,-68,wifi-zone-ufam-1,-68,TPV,-73,S80,-80,Marly’s iPhone (2),-82
RP6,30,dlink-9A00,-55,CETELI_TREINAMENTOS,-61,CETELI_WIFI,-61,CETELI_P&D,-61,VISITANTE_CETELI,-62,wifi-zone-ufam-1,-64,eduroam,-65,TPV,-72,lpmc_ft,-83,Marly’s iPhone (2),-83
RP6,31,dlink-9A00,-53,CETELI_P&D,-55,VISITANTE_CETELI,-56,CETELI_WIFI,-57,CETELI_TREINAMENTOS,-58,TPV,-70,eduroam,-70,wifi-zone-ufam-1,-70,S80,-81,IoT-zone-ufam,-86
RP6,32,dlink-9A00,-55,CETELI_WIFI,-61,VISITANTE_CETELI,-61,CETELI_TREINAMENTOS,-62,CETELI_P&D,-62,eduroam,-68,wifi-zone-ufam-1,-68,TPV,-69,Marly’s iPhone (2),-79,IoT-zone-ufam,-84
RP6,33,dlink-9A00,-55,CETELI_P&D,-59,CETELI_WIFI,-61,VISITANTE_CETELI,-61,CETELI_TREINAMENTOS,-61,eduroam,-66,wifi-zone-ufam-1,-66,TPV,-69,Marly’s iPhone (2),-80,S80,-83
RP6,34,dlink-9A00,-54,CETELI_WIFI,-54,VISITANTE_CETELI,-55,CETELI_P&D,-55,CETELI_TREINAMENTOS,-56,TPV,-68,eduroam,-70,wifi-zone-ufam-1,-70,Marly’s iPhone (2),-81,S80,-83
RP6,35,dlink-9A00,-59,CETELI_TREINAMENTOS,-64,CETELI_WIFI,-64,CETELI_P&D,-64,VISITANTE_CETELI,-65,TPV,-70,eduroam,-74,wifi-zone-ufam-1,-74,Marly’s iPhone (2),-81,S80,-85
RP6,36,dlink-9A00,-55,VISITANTE_CETELI,-55,CETELI_TREINAMENTOS,-55,CETELI_P&D,-55,CETELI_WIFI,-56,eduroam,-67,wifi-zone-ufam-1,-67,TPV,-69,S80,-81,BRITO_AP,-83
RP6,37,CETELI_WIFI,-53,CETELI_P&D,-53,VISITANTE_CETELI,-54,CETELI_TREINAMENTOS,-55,dlink-9A00,-56,eduroam,-67,wifi-zone-ufam-1,-68,TPV,-70,Marly’s iPhone (2),-82,S80,-82
RP6,38,dlink-9A00,-57,CETELI_TREINAMENTOS,-57,VISITANTE_CETELI,-58,CETELI_WIFI,-59,CETELI_P&D,-59,eduroam,-65,wifi-zone-ufam-1,-65,TPV,-69,S80,-81,SISREI,-82
RP6,39,VISITANTE_CETELI,-54,CETELI_TREINAMENTOS,-54,CETELI_P&D,-54,dlink-9A00,-55,CETELI_WIFI,-55,eduroam,-66,wifi-zone-ufam-1,-66,TPV,-68,Marly’s iPhone (2),-80,S80,-81
RP6,40,dlink-9A00,-55,CETELI_P&D,-57,VISITANTE_CETELI,-57,CETELI_TREINAMENTOS,-58,CETELI_WIFI,-58,eduroam,-66,wifi-zone-ufam-1,-66,TPV,-69,S80,-82,BRITO_AP,-84
RP6,41,dlink-9A00,-53,VISITANTE_CETELI,-55,CETELI_TREINAMENTOS,-55,CETELI_P&D,-56,CETELI_WIFI,-57,eduroam,-67,wifi-zone-ufam-1,-67,TPV,-68,S80,-81,IoT-zone-ufam,-82
RP6,42,dlink-9A00,-53,CETELI_TREINAMENTOS,-53,CETELI_P&D,-53,VISITANTE_CETELI,-54,CETELI_WIFI,-54,TPV,-67,eduroam,-68,wifi-zone-ufam-1,-68,S80,-83,BRITO_AP,-84
RP6,43,CETELI_WIFI,-53,VISITANTE_CETELI,-53,CETELI_TREINAMENTOS,-53,CETELI_P&D,-54,dlink-9A00,-57,eduroam,-66,wifi-zone-ufam-1,-66,TPV,-68,Marly’s iPhone (2),-79,IoT-zone-ufam,-83
RP6,44,CETELI_WIFI,-57,VISITANTE_CETELI,-57,CETELI_TREINAMENTOS,-57,CETELI_P&D,-57,dlink-9A00,-60,eduroam,-65,wifi-zone-ufam-1,-65,TPV,-68,S80,-82,BRITO_AP,-85
RP6,45,dlink-9A00,-54,CETELI_TREINAMENTOS,-56,CETELI_WIFI,-56,CETELI_P&D,-57,VISITANTE_CETELI,-59,eduroam,-65,wifi-zone-ufam-1,-65,TPV,-67,Marly’s iPhone (2),-81,BRITO_AP,-83
RP6,46,dlink-9A00,-54,CETELI_WIFI,-54,CETELI_P&D,-54,VISITANTE_CETELI,-55,CETELI_TREINAMENTOS,-55,TPV,-67,eduroam,-67,wifi-zone-ufam-1,-67,S80,-81,IoT-zone-ufam,-82
RP6,47,CETELI_WIFI,-55,VISITANTE_CETELI,-55,CETELI_TREINAMENTOS,-55,CETELI_P&D,-55,dlink-9A00,-59,TPV,-67,eduroam,-70,wifi-zone-ufam-1,-70,S80,-80,Marly’s iPhone (2),-80
RP6,48,CETELI_TREINAMENTOS,-55,CETELI_WIFI,-55,CETELI_P&D,-55,VISITANTE_CETELI,-56,dlink-9A00,-57,wifi-zone-ufam-1,-66,TPV,-67,eduroam,-67,S80,-83,IoT-zone-ufam,-84
RP6,49,dlink-9A00,-57,CETELI_WIFI,-61,CETELI_P&D,-61,CETELI_TREINAMENTOS,-62,VISITANTE_CETELI,-63,TPV,-67,eduroam,-68,wifi-zone-ufam-1,-68,IoT-zone-ufam,-85,BRITO_AP,-86
RP6,50,dlink-9A00,-56,VISITANTE_CETELI,-56,CETELI_TREINAMENTOS,-56,CETELI_WIFI,-56,CETELI_P&D,-56,eduroam,-66,wifi-zone-ufam-1,-66,TPV,-67,IoT-zone-ufam,-84,Marly’s iPhone (2),-85
RP6,51,CETELI_WIFI,-54,VISITANTE_CETELI,-54,dlink-9A00,-55,CETELI_TREINAMENTOS,-55,CETELI_P&D,-56,eduroam,-66,wifi-zone-ufam-1,-67,TPV,-70,Marly’s iPhone (2),-81,SISREI,-83
RP6,52,dlink-9A00,-54,VISITANTE_CETELI,-59,CETELI_WIFI,-59,CETELI_P&D,-59,CETELI_TREINAMENTOS,-60,eduroam,-69,wifi-zone-ufam-1,-69,TPV,-72,LAB_LME_2G,-80,Marly’s iPhone (2),-83
RP6,53,dlink-9A00,-55,CETELI_WIFI,-57,VISITANTE_CETELI,-57,CETELI_P&D,-57,CETELI_TREINAMENTOS,-58,eduroam,-69,wifi-zone-ufam-1,-69,TPV,-73,IoT-zone-ufam,-84,Marly’s iPhone (2),-84
RP6,54,dlink-9A00,-56,CETELI_WIFI,-58,CETELI_P&D,-58,VISITANTE_CETELI,-59,CETELI_TREINAMENTOS,-59,wifi-zone-ufam-1,-69,eduroam,-70,TPV,-74,LAB_LME_2G,-80,IoT-zone-ufam,-82
RP6,55,dlink-9A00,-58,VISITANTE_CETELI,-60,CETELI_TREINAMENTOS,-60,CETELI_WIFI,-60,CETELI_P&D,-60,TPV,-71,eduroam,-71,wifi-zone-ufam-1,-71,IoT-zone-ufam,-81,Marly’s iPhone (2),-84
RP6,56,dlink-9A00,-57,VISITANTE_CETELI,-59,CETELI_TREINAMENTOS,-59,CETELI_P&D,-59,CETELI_WIFI,-60,eduroam,-69,wifi-zone-ufam-1,-69,TPV,-79,Marly’s iPhone (2),-80,IoT-zone-ufam,-83
RP6,57,dlink-9A00,-52,VISITANTE_CETELI,-55,CETELI_WIFI,-55,CETELI_TREINAMENTOS,-56,CETELI_P&D,-56,TPV,-68,eduroam,-69,wifi-zone-ufam-1,-69,Marly’s iPhone (2),-81,S80,-83
RP6,58,dlink-9A00,-56,CETELI_WIFI,-57,VISITANTE_CETELI,-57,CETELI_TREINAMENTOS,-57,CETELI_P&D,-58,wifi-zone-ufam-1,-68,eduroam,-69,TPV,-70,S80,-81,IoT-zone-ufam,-85
RP6,59,dlink-9A00,-57,CETELI_TREINAMENTOS,-58,CETELI_P&D,-58,CETELI_WIFI,-59,VISITANTE_CETELI,-59,eduroam,-68,wifi-zone-ufam-1,-68,TPV,-71,IoT-zone-ufam,-84,S80,-84
RP6,60,VISITANTE_CETELI,-57,CETELI_TREINAMENTOS,-58,CETELI_WIFI,-58,CETELI_P&D,-58,dlink-9A00,-59,eduroam,-69,wifi-zone-ufam-1,-69,TPV,-70,BRITO_AP,-84,IoT-zone-ufam,-84
RP6,61,dlink-9A00,-57,VISITANTE_CETELI,-58,CETELI_TREINAMENTOS,-58,CETELI_WIFI,-58,CETELI_P&D,-58,eduroam,-66,wifi-zone-ufam-1,-66,TPV,-71,Marly’s iPhone (2),-80,S80,-80
RP6,62,CETELI_WIFI,-53,VISITANTE_CETELI,-53,CETELI_TREINAMENTOS,-53,CETELI_P&D,-53,dlink-9A00,-58,wifi-zone-ufam-1,-67,eduroam,-68,TPV,-71,Marly’s iPhone (2),-81,lpmc_ft,-85
RP6,63,dlink-9A00,-54,CETELI_WIFI,-61,CETELI_TREINAMENTOS,-61,CETELI_P&D,-61,VISITANTE_CETELI,-62,eduroam,-68,wifi-zone-ufam-1,-68,TPV,-69,Marly’s iPhone (2),-79,IoT-zone-ufam,-81
RP6,64,dlink-9A00,-55,CETELI_WIFI,-60,CETELI_TREINAMENTOS,-60,CETELI_P&D,-60,VISITANTE_CETELI,-61,TPV,-67,eduroam,-68,wifi-zone-ufam-1,-68,Marly’s iPhone (2),-80,S80,-85
RP6,65,dlink-9A00,-57,VISITANTE_CETELI,-58,CETELI_WIFI,-59,CETELI_P&D,-59,CETELI_TREINAMENTOS,-60,TPV,-68,eduroam,-71,wifi-zone-ufam-1,-71,Marly’s iPhone (2),-83,S80,-83
RP6,66,CETELI_WIFI,-54,VISITANTE_CETELI,-54,CETELI_TREINAMENTOS,-54,CETELI_P&D,-54,TPV,-67,eduroam,-69,wifi-zone-ufam-1,-69,Marly’s iPhone (2),-81,BRITO_AP,-84,IoT-zone-ufam,-85
RP6,67,CETELI_WIFI,-54,VISITANTE_CETELI,-54,CETELI_TREINAMENTOS,-56,dlink-9A00,-57,CETELI_P&D,-58,eduroam,-68,wifi-zone-ufam-1,-68,TPV,-70,Marly’s iPhone (2),-82,S80,-83
RP6,68,CETELI_WIFI,-54,dlink-9A00,-55,VISITANTE_CETELI,-55,CETELI_TREINAMENTOS,-55,CETELI_P&D,-55,TPV,-67,eduroam,-69,wifi-zone-ufam-1,-70,BRITO_AP,-83,IoT-zone-ufam,-84
RP6,69,dlink-9A00,-54,CETELI_TREINAMENTOS,-55,CETELI_WIFI,-55,CETELI_P&D,-55,VISITANTE_CETELI,-56,TPV,-68,eduroam,-69,wifi-zone-ufam-1,-70,S80,-81,lpmc_ft,-85
RP6,70,dlink-9A00,-54,CETELI_P&D,-54,CETELI_WIFI,-54,CETELI_TREINAMENTOS,-54,VISITANTE_CETELI,-55,TPV,-68,eduroam,-69,wifi-zone-ufam-1,-69,S80,-77,BRITO_AP,-83
RP6,71,dlink-9A00,-54,CETELI_TREINAMENTOS,-54,CETELI_P&D,-54,CETELI_WIFI,-55,VISITANTE_CETELI,-55,TPV,-70,wifi-zone-ufam-1,-70,eduroam,-71,Marly’s iPhone (2),-81,S80,-81
RP6,72,CETELI_WIFI,-52,VISITANTE_CETELI,-52,CETELI_TREINAMENTOS,-52,CETELI_P&D,-54,dlink-9A00,-55,wifi-zone-ufam-1,-69,eduroam,-71,S80,-82,lpmc_ft,-83,BRITO_AP,-84
RP6,73,dlink-9A00,-54,VISITANTE_CETELI,-55,CETELI_TREINAMENTOS,-56,CETELI_P&D,-56,CETELI_WIFI,-58,TPV,-66,eduroam,-69,wifi-zone-ufam-1,-69,S80,-81,Marly’s iPhone (2),-82
RP6,74,CETELI_TREINAMENTOS,-55,CETELI_P&D,-55,dlink-9A00,-56,VISITANTE_CETELI,-56,CETELI_WIFI,-56,TPV,-70,eduroam,-71,wifi-zone-ufam-1,-72,lpmc_ft,-83,S80,-83
RP6,75,dlink-9A00,-56,VISITANTE_CETELI,-58,CETELI_TREINAMENTOS,-58,CETELI_P&D,-58,CETELI_WIFI,-59,eduroam,-69,wifi-zone-ufam-1,-69,TPV,-70,S80,-81,Marly’s iPhone (2),-82
RP6,76,dlink-9A00,-55,CETELI_P&D,-55,CETELI_WIFI,-56,VISITANTE_CETELI,-56,CETELI_TREINAMENTOS,-57,eduroam,-69,wifi-zone-ufam-1,-69,TPV,-71,S80,-82,Marly’s iPhone (2),-84
RP6,77,dlink-9A00,-55,CETELI_P&D,-56,CETELI_WIFI,-57,VISITANTE_CETELI,-57,CETELI_TREINAMENTOS,-57,TPV,-68,wifi-zone-ufam-1,-69,eduroam,-69,Marly’s iPhone (2),-79,S80,-81
RP6,78,dlink-9A00,-54,VISITANTE_CETELI,-56,CETELI_P&D,-56,CETELI_TREINAMENTOS,-57,CETELI_WIFI,-57,TPV,-69,eduroam,-69,wifi-zone-ufam-1,-69,BRITO_AP,-81,lpmc_ft,-81
RP6,79,dlink-9A00,-55,VISITANTE_CETELI,-55,CETELI_WIFI,-55,CETELI_TREINAMENTOS,-56,CETELI_P&D,-56,eduroam,-68,TPV,-69,wifi-zone-ufam-1,-69,S80,-81,LAB_LME_2G,-82
RP6,80,dlink-9A00,-55,CETELI_TREINAMENTOS,-55,CETELI_P&D,-55,CETELI_WIFI,-56,VISITANTE_CETELI,-56,TPV,-68,eduroam,-68,wifi-zone-ufam-1,-68,BRITO_AP,-82,S80,-82
RP6,81,dlink-9A00,-52,CETELI_WIFI,-53,VISITANTE_CETELI,-54,CETELI_TREINAMENTOS,-54,CETELI_P&D,-54,TPV,-65,eduroam,-66,wifi-zone-ufam-1,-66,lpmc_ft,-79,S80,-80
RP6,82,dlink-9A00,-52,CETELI_WIFI,-53,VISITANTE_CETELI,-53,CETELI_TREINAMENTOS,-53,CETELI_P&D,-53,TPV,-65,eduroam,-65,wifi-zone-ufam-1,-65,Marly’s iPhone (2),-80,BRITO_AP,-81
RP6,83,dlink-9A00,-52,VISITANTE_CETELI,-54,CETELI_WIFI,-55,CETELI_TREINAMENTOS,-55,CETELI_P&D,-55,eduroam,-65,wifi-zone-ufam-1,-65,TPV,-66,S80,-78,IoT-zone-ufam,-81
RP6,84,dlink-9A00,-54,CETELI_WIFI,-56,VISITANTE_CETELI,-56,CETELI_P&D,-57,CETELI_TREINAMENTOS,-57,eduroam,-67,wifi-zone-ufam-1,-67,TPV,-68,S80,-81,Marly’s iPhone (2),-82
RP6,85,dlink-9A00,-54,CETELI_P&D,-56,VISITANTE_CETELI,-56,CETELI_TREINAMENTOS,-57,CETELI_WIFI,-57,eduroam,-67,wifi-zone-ufam-1,-67,TPV,-68,S80,-80,Marly’s iPhone (2),-82
RP6,86,dlink-9A00,-54,CETELI_WIFI,-56,VISITANTE_CETELI,-56,CETELI_TREINAMENTOS,-56,CETELI_P&D,-56,eduroam,-67,wifi-zone-ufam-1,-67,TPV,-68,S80,-81,Marly’s iPhone (2),-83
RP6,87,dlink-9A00,-53,CETELI_WIFI,-53,VISITANTE_CETELI,-54,CETELI_TREINAMENTOS,-54,CETELI_P&D,-54,TPV,-65,eduroam,-66,wifi-zone-ufam-1,-66,S80,-79,lpmc_ft,-80
RP6,88,CETELI_TREINAMENTOS,-51,CETELI_WIFI,-52,dlink-9A00,-53,VISITANTE_CETELI,-53,CETELI_P&D,-53,TPV,-62,wifi-zone-ufam-1,-65,eduroam,-66,Marly’s iPhone (2),-78,IoT-zone-ufam,-80
RP6,89,dlink-9A00,-55,CETELI_P&D,-57,VISITANTE_CETELI,-58,CETELI_TREINAMENTOS,-58,CETELI_WIFI,-59,eduroam,-66,wifi-zone-ufam-1,-66,TPV,-69,lpmc_ft,-82,IoT-zone-ufam,-82
RP6,90,CETELI_WIFI,-55,VISITANTE_CETELI,-55,CETELI_TREINAMENTOS,-56,CETELI_P&D,-56,dlink-9A00,-57,wifi-zone-ufam-1,-67,eduroam,-68,TPV,-71,Marly’s iPhone (2),-75,lpmc_ft,-81
RP6,91,dlink-9A00,-56,CETELI_P&D,-57,VISITANTE_CETELI,-58,CETELI_TREINAMENTOS,-58,CETELI_WIFI,-59,TPV,-65,eduroam,-65,wifi-zone-ufam-1,-65,SISREI,-81,Marly’s iPhone (2),-81
RP6,92,dlink-9A00,-55,CETELI_WIFI,-58,CETELI_TREINAMENTOS,-58,VISITANTE_CETELI,-59,CETELI_P&D,-59,TPV,-65,eduroam,-68,wifi-zone-ufam-1,-68,S80,-81,IoT-zone-ufam,-83
RP6,93,dlink-9A00,-55,CETELI_TREINAMENTOS,-57,CETELI_WIFI,-58,VISITANTE_CETELI,-58,CETELI_P&D,-58,TPV,-67,eduroam,-68,wifi-zone-ufam-1,-68,Marly’s iPhone (2),-79,S80,-83
RP6,94,CETELI_WIFI,-52,dlink-9A00,-53,VISITANTE_CETELI,-53,CETELI_TREINAMENTOS,-53,CETELI_P&D,-53,TPV,-65,eduroam,-68,wifi-zone-ufam-1,-68,Marly’s iPhone (2),-82,S80,-82
RP6,95,dlink-9A00,-52,CETELI_WIFI,-53,CETELI_P&D,-53,VISITANTE_CETELI,-53,CETELI_TREINAMENTOS,-53,eduroam,-66,wifi-zone-ufam-1,-66,TPV,-67,BRITO_AP,-82,IoT-zone-ufam,-82
RP6,96,dlink-9A00,-54,CETELI_WIFI,-56,VISITANTE_CETELI,-56,CETELI_TREINAMENTOS,-56,CETELI_P&D,-57,eduroam,-66,wifi-zone-ufam-1,-66,TPV,-69,BRITO_AP,-81,Marly’s iPhone (2),-83
RP6,97,dlink-9A00,-53,VISITANTE_CETELI,-57,CETELI_WIFI,-58,CETELI_TREINAMENTOS,-58,CETELI_P&D,-58,eduroam,-66,wifi-zone-ufam-1,-66,TPV,-69,BRITO_AP,-81,IoT-zone-ufam,-82
RP6,98,dlink-9A00,-53,VISITANTE_CETELI,-57,CETELI_TREINAMENTOS,-57,CETELI_P&D,-57,CETELI_WIFI,-60,eduroam,-66,wifi-zone-ufam-1,-66,TPV,-67,S80,-81,Marly’s iPhone (2),-82
RP6,99,dlink-9A00,-52,VISITANTE_CETELI,-58,CETELI_TREINAMENTOS,-58,CETELI_P&D,-58,CETELI_WIFI,-59,eduroam,-65,wifi-zone-ufam-1,-65,TPV,-66,lpmc_ft,-77,S80,-83
RP6,100,CETELI_WIFI,-53,CETELI_P&D,-53,CETELI_TREINAMENTOS,-53,VISITANTE_CETELI,-54,dlink-9A00,-55,wifi-zone-ufam-1,-66,eduroam,-67,TPV,-68,IoT-zone-ufam,-79,Marly’s iPhone (2),-79
RP6,101,dlink-9A00,-56,CETELI_WIFI,-60,CETELI_TREINAMENTOS,-60,CETELI_P&D,-60,VISITANTE_CETELI,-61,eduroam,-66,wifi-zone-ufam-1,-66,TPV,-68,IoT-zone-ufam,-80,BRITO_AP,-82
RP6,102,dlink-9A00,-55,CETELI_TREINAMENTOS,-55,VISITANTE_CETELI,-56,CETELI_WIFI,-56,CETELI_P&D,-56,TPV,-65,eduroam,-66,wifi-zone-ufam-1,-67,IoT-zone-ufam,-82,Marly’s iPhone (2),-83
RP6,103,VISITANTE_CETELI,-53,CETELI_TREINAMENTOS,-53,CETELI_P&D,-54,CETELI_WIFI,-55,dlink-9A00,-56,eduroam,-68,wifi-zone-ufam-1,-68,TPV,-70,lpmc_ft,-82,IoT-zone-ufam,-82
RP6,104,dlink-9A00,-54,VISITANTE_CETELI,-55,CETELI_WIFI,-55,CETELI_TREINAMENTOS,-56,CETELI_P&D,-56,eduroam,-68,wifi-zone-ufam-1,-68,TPV,-69,BRITO_AP,-81,S80,-81
RP6,105,dlink-9A00,-54,CETELI_WIFI,-54,CETELI_TREINAMENTOS,-54,CETELI_P&D,-55,VISITANTE_CETELI,-55,eduroam,-68,wifi-zone-ufam-1,-68,TPV,-70,lpmc_ft,-82,S80,-82
RP6,106,CETELI_WIFI,-57,VISITANTE_CETELI,-57,CETELI_P&D,-57,dlink-9A00,-58,CETELI_TREINAMENTOS,-58,eduroam,-69,wifi-zone-ufam-1,-69,TPV,-72,S80,-81,IoT-zone-ufam,-84
RP6,107,VISITANTE_CETELI,-54,CETELI_WIFI,-54,CETELI_P&D,-54,CETELI_TREINAMENTOS,-55,dlink-9A00,-59,TPV,-67,eduroam,-71,wifi-zone-ufam-1,-71,LAB_LME_2G,-80,Marly’s iPhone (2),-81
RP6,108,CETELI_WIFI,-56,VISITANTE_CETELI,-56,CETELI_TREINAMENTOS,-56,CETELI_P&D,-56,dlink-9A00,-58,eduroam,-68,wifi-zone-ufam-1,-68,TPV,-72,lpmc_ft,-83,S80,-83
