Ponto,Amostra,SSID1,RSSI1,SSID2,RSSI2,SSID3,RSSI3,SSID4,RSSI4,SSID5,RSSI5,SSID6,RSSI6,SSID7,RSSI7,SSID8,RSSI8,SSID9,RSSI9,SSID10,RSSI10
RP3,39,CETELI_P&D,-62,CETELI_WIFI,-63,VISITANTE_CETELI,-63,CETELI_TREINAMENTOS,-63,TPV,-75,eduroam,-76,wifi-zone-ufam-1,-76,dlink-9A00,-76,lpmc_ft,-77,BRITO_AP,-84
RP3,40,CETELI_WIFI,-67,VISITANTE_CETELI,-67,CETELI_P&D,-67,CETELI_TREINAMENTOS,-68,dlink-9A00,-71,wifi-zone-ufam-1,-74,eduroam,-75,TPV,-75,lpmc_ft,-77,BRITO_AP,-81
RP3,41,VISITANTE_CETELI,-59,CETELI_WIFI,-59,CETELI_TREINAMENTOS,-59,CETELI_P&D,-59,dlink-9A00,-71,wifi-zone-ufam-1,-74,eduroam,-75,TPV,-78,BRITO_AP,-82,IoT-zone-ufam,-89
RP3,42,CETELI_P&D,-62,VISITANTE_CETELI,-62,CETELI_TREINAMENTOS,-62,CETELI_WIFI,-63,dlink-9A00,-64,TPV,-70,wifi-zone-ufam-1,-76,eduroam,-77,BRITO_AP,-80,IoT-zone-ufam,-88
RP3,43,CETELI_WIFI,-57,CETELI_TREINAMENTOS,-57,VISITANTE_CETELI,-58,CETELI_P&D,-58,dlink-9A00,-66,eduroam,-74,wifi-zone-ufam-1,-74,BRITO_AP,-82,lpmc_ft,-83,IoT-zone-ufam,-85
RP3,44,CETELI_WIFI,-59,CETELI_TREINAMENTOS,-59,CETELI_P&D,-60,VISITANTE_CETELI,-60,dlink-9A00,-73,eduroam,-76,wifi-zone-ufam-1,-76,TPV,-76,BRITO_AP,-80,IoT-zone-ufam,-86
RP3,45,CETELI_P&D,-56,CETELI_WIFI,-57,CETELI_TREINAMENTOS,-58,VISITANTE_CETELI,-58,dlink-9A00,-62,eduroam,-74,wifi-zone-ufam-1,-74,TPV,-77,BRITO_AP,-82,IoT-zone-ufam,-87
RP3,46,CETELI_WIFI,-58,VISITANTE_CETELI,-59,CETELI_TREINAMENTOS,-59,CETELI_P&D,-60,dlink-9A00,-67,eduroam,-74,wifi-zone-ufam-1,-74,BRITO_AP,-77,IoT-zone-ufam,-84,S80,-90
RP3,47,dlink-9A00,-65,CETELI_P&D,-68,VISITANTE_CETELI,-69,CETELI_WIFI,-69,CETELI_TREINAMENTOS,-70,eduroam,-73,wifi-zone-ufam-1,-73,TPV,-78,BRITO_AP,-81,IoT-zone-ufam,-86
RP3,48,CETELI_P&D,-62,VISITANTE_CETELI,-63,CETELI_WIFI,-63,CETELI_TREINAMENTOS,-63,dlink-9A00,-74,eduroam,-76,wifi-zone-ufam-1,-76,lpmc_ft,-77,BRITO_AP,-79,TPV,-80
RP3,49,CETELI_TREINAMENTOS,-62,CETELI_P&D,-62,VISITANTE_CETELI,-62,CETELI_WIFI,-62,dlink-9A00,-67,lpmc_ft,-73,eduroam,-76,wifi-zone-ufam-1,-76,TPV,-79,BRITO_AP,-85
RP3,50,VISITANTE_CETELI,-58,CETELI_P&D,-58,CETELI_WIFI,-59,CETELI_TREINAMENTOS,-59,dlink-9A00,-64,eduroam,-73,wifi-zone-ufam-1,-73,TPV,-79,lpmc_ft,-83,BRITO_AP,-84
RP3,51,VISITANTE_CETELI,-60,CETELI_TREINAMENTOS,-60,CETELI_P&D,-60,CETELI_WIFI,-62,eduroam,-74,wifi-zone-ufam-1,-74,lpmc_ft,-75,BRITO_AP,-84,IoT-zone-ufam,-86,LAB_LME_2G,-94
RP3,52,VISITANTE_CETELI,-62,CETELI_WIFI,-63,CETELI_P&D,-63,CETELI_TREINAMENTOS,-64,dlink-9A00,-69,TPV,-74,eduroam,-75,wifi-zone-ufam-1,-76,lpmc_ft,-80,BRITO_AP,-84
RP3,53,dlink-9A00,-63,VISITANTE_CETELI,-65,CETELI_TREINAMENTOS,-65,CETELI_WIFI,-66,CETELI_P&D,-66,eduroam,-76,wifi-zone-ufam-1,-76,TPV,-77,BRITO_AP,-87,IoT-zone-ufam,-89
RP3,54,CETELI_P&D,-61,CETELI_WIFI,-62,VISITANTE_CETELI,-62,CETELI_TREINAMENTOS,-62,dlink-9A00,-63,eduroam,-76,wifi-zone-ufam-1,-77,TPV,-79,BRITO_AP,-86,IoT-zone-ufam,-88
RP3,55,CETELI_WIFI,-59,CETELI_TREINAMENTOS,-59,CETELI_P&D,-59,VISITANTE_CETELI,-60,dlink-9A00,-72,wifi-zone-ufam-1,-78,eduroam,-78,lpmc_ft,-78,TPV,-82,BRITO_AP,-83
RP3,56,CETELI_TREINAMENTOS,-66,dlink-9A00,-66,CETELI_WIFI,-67,VISITANTE_CETELI,-67,CETELI_P&D,-67,eduroam,-77,wifi-zone-ufam-1,-77,BRITO_AP,-80,IoT-zone-ufam,-89,S80,-91
RP3,57,CETELI_TREINAMENTOS,-63,CETELI_P&D,-63,VISITANTE_CETELI,-64,CETELI_WIFI,-64,dlink-9A00,-64,eduroam,-77,wifi-zone-ufam-1,-77,TPV,-79,BRITO_AP,-81,lpmc_ft,-84
RP3,58,CETELI_WIFI,-58,CETELI_TREINAMENTOS,-58,VISITANTE_CETELI,-59,CETELI_P&D,-59,dlink-9A00,-63,wifi-zone-ufam-1,-78,eduroam,-78,lpmc_ft,-80,BRITO_AP,-82,IoT-zone-ufam,-87
RP3,59,VISITANTE_CETELI,-59,CETELI_WIFI,-60,CETELI_TREINAMENTOS,-60,CETELI_P&D,-60,dlink-9A00,-65,eduroam,-76,wifi-zone-ufam-1,-76,TPV,-78,lpmc_ft,-83,BRITO_AP,-86
RP3,60,CETELI_TREINAMENTOS,-62,VISITANTE_CETELI,-63,CETELI_WIFI,-63,CETELI_P&D,-63,dlink-9A00,-64,lpmc_ft,-70,eduroam,-75,wifi-zone-ufam-1,-75,TPV,-78,BRITO_AP,-85
RP3,61,VISITANTE_CETELI,-60,CETELI_WIFI,-61,CETELI_TREINAMENTOS,-61,CETELI_P&D,-61,dlink-9A00,-64,wifi-zone-ufam-1,-76,lpmc_ft,-76,eduroam,-76,TPV,-78,BRITO_AP,-86
RP3,62,CETELI_P&D,-57,VISITANTE_CETELI,-58,CETELI_WIFI,-58,CETELI_TREINAMENTOS,-59,dlink-9A00,-61,lpmc_ft,-75,eduroam,-76,wifi-zone-ufam-1,-76,TPV,-77,BRITO_AP,-82
RP3,63,CETELI_WIFI,-61,VISITANTE_CETELI,-61,CETELI_TREINAMENTOS,-61,CETELI_P&D,-61,dlink-9A00,-64,eduroam,-75,wifi-zone-ufam-1,-75,TPV,-79,BRITO_AP,-86,IoT-zone-ufam,-87
RP3,64,dlink-9A00,-62,CETELI_WIFI,-69,VISITANTE_CETELI,-70,CETELI_TREINAMENTOS,-70,CETELI_P&D,-70,TPV,-75,wifi-zone-ufam-1,-78,eduroam,-78,BRITO_AP,-79,IoT-zone-ufam,-86
RP3,65,dlink-9A00,-63,CETELI_WIFI,-68,VISITANTE_CETELI,-68,CETELI_P&D,-68,CETELI_TREINAMENTOS,-69,eduroam,-74,wifi-zone-ufam-1,-74,TPV,-74,BRITO_AP,-82,IoT-zone-ufam,-86
RP3,66,CETELI_TREINAMENTOS,-57,CETELI_P&D,-57,CETELI_WIFI,-58,VISITANTE_CETELI,-58,dlink-9A00,-61,wifi-zone-ufam-1,-76,eduroam,-77,BRITO_AP,-80,TPV,-80,IoT-zone-ufam,-86
RP3,67,VISITANTE_CETELI,-57,CETELI_WIFI,-57,CETELI_TREINAMENTOS,-57,CETELI_P&D,-57,dlink-9A00,-59,eduroam,-75,wifi-zone-ufam-1,-75,TPV,-79,lpmc_ft,-82,BRITO_AP,-83
RP3,68,CETELI_P&D,-56,CETELI_WIFI,-57,VISITANTE_CETELI,-57,CETELI_TREINAMENTOS,-57,dlink-9A00,-63,eduroam,-73,wifi-zone-ufam-1,-73,BRITO_AP,-84,IoT-zone-ufam,-90,S80,-94
RP3,69,dlink-9A00,-60,CETELI_WIFI,-62,VISITANTE_CETELI,-62,CETELI_TREINAMENTOS,-63,CETELI_P&D,-63,eduroam,-77,wifi-zone-ufam-1,-77,TPV,-80,BRITO_AP,-82,IoT-zone-ufam,-88
RP3,70,CETELI_TREINAMENTOS,-59,CETELI_WIFI,-60,VISITANTE_CETELI,-60,CETELI_P&D,-60,dlink-9A00,-68,eduroam,-73,wifi-zone-ufam-1,-73,TPV,-78,lpmc_ft,-82,BRITO_AP,-85
RP3,71,dlink-9A00,-65,CETELI_WIFI,-68,CETELI_TREINAMENTOS,-68,VISITANTE_CETELI,-69,CETELI_P&D,-70,eduroam,-74,wifi-zone-ufam-1,-74,lpmc_ft,-75,TPV,-79,BRITO_AP,-86
RP3,72,CETELI_P&D,-58,VISITANTE_CETELI,-59,CETELI_WIFI,-59,CETELI_TREINAMENTOS,-59,dlink-9A00,-66,TPV,-73,wifi-zone-ufam-1,-76,eduroam,-78,BRITO_AP,-83,S80,-89
RP3,73,CETELI_WIFI,-63,VISITANTE_CETELI,-63,CETELI_TREINAMENTOS,-63,CETELI_P&D,-63,dlink-9A00,-63,TPV,-75,eduroam,-77,wifi-zone-ufam-1,-77,BRITO_AP,-81,IoT-zone-ufam,-86
RP3,74,CETELI_WIFI,-62,CETELI_TREINAMENTOS,-62,VISITANTE_CETELI,-63,CETELI_P&D,-63,dlink-9A00,-63,eduroam,-76,wifi-zone-ufam-1,-76,TPV,-77,BRITO_AP,-81,IoT-zone-ufam,-88
RP3,75,dlink-9A00,-59,VISITANTE_CETELI,-63,CETELI_WIFI,-63,CETELI_TREINAMENTOS,-63,CETELI_P&D,-63,eduroam,-75,wifi-zone-ufam-1,-75,TPV,-76,lpmc_ft,-79,BRITO_AP,-81
RP3,76,VISITANTE_CETELI,-57,CETELI_P&D,-57,CETELI_WIFI,-58,CETELI_TREINAMENTOS,-58,dlink-9A00,-62,TPV,-75,wifi-zone-ufam-1,-76,eduroam,-76,lpmc_ft,-78,BRITO_AP,-81
RP3,77,CETELI_TREINAMENTOS,-54,VISITANTE_CETELI,-55,CETELI_P&D,-55,CETELI_WIFI,-56,dlink-9A00,-66,TPV,-71,eduroam,-75,wifi-zone-ufam-1,-75,lpmc_ft,-76,BRITO_AP,-79
RP3,78,CETELI_TREINAMENTOS,-56,VISITANTE_CETELI,-57,CETELI_WIFI,-57,CETELI_P&D,-57,dlink-9A00,-62,TPV,-71,eduroam,-74,wifi-zone-ufam-1,-74,lpmc_ft,-76,BRITO_AP,-82
RP3,79,CETELI_WIFI,-56,VISITANTE_CETELI,-56,CETELI_P&D,-56,CETELI_TREINAMENTOS,-57,dlink-9A00,-60,TPV,-72,wifi-zone-ufam-1,-73,eduroam,-74,lpmc_ft,-81,BRITO_AP,-83
RP3,80,CETELI_P&D,-55,VISITANTE_CETELI,-56,CETELI_WIFI,-56,CETELI_TREINAMENTOS,-56,dlink-9A00,-62,TPV,-70,eduroam,-74,wifi-zone-ufam-1,-74,BRITO_AP,-80,IoT-zone-ufam,-86
RP3,81,CETELI_WIFI,-54,VISITANTE_CETELI,-54,CETELI_TREINAMENTOS,-54,CETELI_P&D,-54,dlink-9A00,-69,eduroam,-74,wifi-zone-ufam-1,-74,lpmc_ft,-75,BRITO_AP,-82,IoT-zone-ufam,-90
RP3,82,CETELI_WIFI,-56,VISITANTE_CETELI,-56,CETELI_TREINAMENTOS,-56,CETELI_P&D,-57,dlink-9A00,-65,TPV,-76,eduroam,-77,wifi-zone-ufam-1,-77,lpmc_ft,-78,BRITO_AP,-82
RP3,83,CETELI_P&D,-55,CETELI_WIFI,-56,VISITANTE_CETELI,-56,CETELI_TREINAMENTOS,-56,dlink-9A00,-68,lpmc_ft,-74,eduroam,-75,wifi-zone-ufam-1,-76,TPV,-78,BRITO_AP,-79
RP3,84,CETELI_WIFI,-57,VISITANTE_CETELI,-57,CETELI_TREINAMENTOS,-57,CETELI_P&D,-57,dlink-9A00,-73,eduroam,-74,wifi-zone-ufam-1,-74,lpmc_ft,-76,BRITO_AP,-83,IoT-zone-ufam,-87
RP3,85,VISITANTE_CETELI,-59,CETELI_TREINAMENTOS,-60,CETELI_P&D,-60,CETELI_WIFI,-61,dlink-9A00,-69,wifi-zone-ufam-1,-77,eduroam,-78,lpmc_ft,-81,BRITO_AP,-87,IoT-zone-ufam,-88
RP3,86,CETELI_P&D,-60,CETELI_WIFI,-61,VISITANTE_CETELI,-61,CETELI_TREINAMENTOS,-61,dlink-9A00,-70,eduroam,-77,wifi-zone-ufam-1,-78,lpmc_ft,-79,TPV,-80,BRITO_AP,-84
RP3,87,CETELI_WIFI,-59,VISITANTE_CETELI,-61,CETELI_TREINAMENTOS,-61,CETELI_P&D,-61,dlink-9A00,-71,eduroam,-75,wifi-zone-ufam-1,-76,lpmc_ft,-80,IoT-zone-ufam,-88,BRITO_AP,-90
RP3,88,CETELI_WIFI,-55,VISITANTE_CETELI,-56,CETELI_TREINAMENTOS,-56,CETELI_P&D,-56,dlink-9A00,-75,wifi-zone-ufam-1,-77,eduroam,-77,BRITO_AP,-81,TPV,-83,IoT-zone-ufam,-88
RP3,89,CETELI_P&D,-55,VISITANTE_CETELI,-56,CETELI_WIFI,-56,CETELI_TREINAMENTOS,-56,wifi-zone-ufam-1,-76,eduroam,-76,dlink-9A00,-77,TPV,-78,BRITO_AP,-83,IoT-zone-ufam,-87
RP3,90,CETELI_WIFI,-59,VISITANTE_CETELI,-59,CETELI_TREINAMENTOS,-59,CETELI_P&D,-59,dlink-9A00,-65,eduroam,-76,wifi-zone-ufam-1,-76,TPV,-78,lpmc_ft,-79,BRITO_AP,-83
RP3,91,VISITANTE_CETELI,-56,CETELI_P&D,-56,CETELI_WIFI,-57,CETELI_TREINAMENTOS,-57,dlink-9A00,-67,eduroam,-72,wifi-zone-ufam-1,-72,TPV,-81,IoT-zone-ufam,-84,BRITO_AP,-87
RP3,92,CETELI_P&D,-63,CETELI_WIFI,-65,VISITANTE_CETELI,-65,CETELI_TREINAMENTOS,-65,dlink-9A00,-65,TPV,-73,eduroam,-75,wifi-zone-ufam-1,-75,lpmc_ft,-82,BRITO_AP,-84
RP3,93,CETELI_WIFI,-60,CETELI_TREINAMENTOS,-60,CETELI_P&D,-60,VISITANTE_CETELI,-61,dlink-9A00,-71,eduroam,-74,wifi-zone-ufam-1,-74,lpmc_ft,-76,BRITO_AP,-88,IoT-zone-ufam,-88
RP3,94,CETELI_WIFI,-62,VISITANTE_CETELI,-62,CETELI_P&D,-62,CETELI_TREINAMENTOS,-63,dlink-9A00,-70,eduroam,-72,wifi-zone-ufam-1,-72,BRITO_AP,-82,TPV,-82,lpmc_ft,-83
RP3,95,CETELI_WIFI,-61,CETELI_TREINAMENTOS,-61,VISITANTE_CETELI,-62,CETELI_P&D,-64,dlink-9A00,-67,eduroam,-72,wifi-zone-ufam-1,-72,lpmc_ft,-76,TPV,-79,IoT-zone-ufam,-86
RP3,96,CETELI_WIFI,-62,VISITANTE_CETELI,-62,CETELI_TREINAMENTOS,-62,CETELI_P&D,-62,dlink-9A00,-68,lpmc_ft,-72,wifi-zone-ufam-1,-73,eduroam,-74,TPV,-79,IoT-zone-ufam,-86
RP3,97,VISITANTE_CETELI,-56,CETELI_WIFI,-56,CETELI_TREINAMENTOS,-56,CETELI_P&D,-56,dlink-9A00,-67,TPV,-73,eduroam,-74,wifi-zone-ufam-1,-74,BRITO_AP,-84,lpmc_ft,-85
RP3,98,CETELI_TREINAMENTOS,-56,CETELI_P&D,-56,CETELI_WIFI,-57,VISITANTE_CETELI,-57,dlink-9A00,-69,wifi-zone-ufam-1,-76,TPV,-77,eduroam,-77,lpmc_ft,-79,BRITO_AP,-84
RP3,99,VISITANTE_CETELI,-59,CETELI_WIFI,-59,CETELI_TREINAMENTOS,-59,CETELI_P&D,-59,dlink-9A00,-65,TPV,-75,eduroam,-77,wifi-zone-ufam-1,-77,lpmc_ft,-80,BRITO_AP,-85
RP3,100,CETELI_TREINAMENTOS,-56,VISITANTE_CETELI,-57,CETELI_WIFI,-57,CETELI_P&D,-57,eduroam,-73,wifi-zone-ufam-1,-73,dlink-9A00,-75,lpmc_ft,-78,BRITO_AP,-85,IoT-zone-ufam,-87
RP3,101,CETELI_WIFI,-60,VISITANTE_CETELI,-60,CETELI_TREINAMENTOS,-60,CETELI_P&D,-60,dlink-9A00,-72,eduroam,-74,wifi-zone-ufam-1,-74,BRITO_AP,-81,TPV,-81,lpmc_ft,-83
RP3,102,CETELI_TREINAMENTOS,-61,CETELI_P&D,-61,CETELI_WIFI,-61,VISITANTE_CETELI,-62,dlink-9A00,-68,eduroam,-72,wifi-zone-ufam-1,-73,TPV,-74,BRITO_AP,-83,IoT-zone-ufam,-87
RP3,103,CETELI_WIFI,-59,CETELI_TREINAMENTOS,-59,CETELI_P&D,-59,VISITANTE_CETELI,-60,dlink-9A00,-70,TPV,-73,wifi-zone-ufam-1,-76,eduroam,-77,IoT-zone-ufam,-88,BRITO_AP,-90
RP3,104,VISITANTE_CETELI,-60,CETELI_TREINAMENTOS,-60,CETELI_WIFI,-61,CETELI_P&D,-61,dlink-9A00,-73,eduroam,-75,wifi-zone-ufam-1,-75,TPV,-76,BRITO_AP,-84,IoT-zone-ufam,-90
RP3,105,CETELI_WIFI,-60,VISITANTE_CETELI,-60,CETELI_TREINAMENTOS,-60,CETELI_P&D,-61,dlink-9A00,-72,eduroam,-74,wifi-zone-ufam-1,-74,lpmc_ft,-78,IoT-zone-ufam,-87,BRITO_AP,-88
RP3,106,CETELI_WIFI,-61,VISITANTE_CETELI,-62,CETELI_TREINAMENTOS,-63,CETELI_P&D,-63,dlink-9A00,-67,wifi-zone-ufam-1,-77,eduroam,-78,lpmc_ft,-79,BRITO_AP,-84,IoT-zone-ufam,-87
RP3,107,VISITANTE_CETELI,-59,CETELI_P&D,-59,CETELI_WIFI,-60,CETELI_TREINAMENTOS,-60,dlink-9A00,-67,wifi-zone-ufam-1,-74,eduroam,-75,lpmc_ft,-77,BRITO_AP,-82,S80,-89
RP3,108,CETELI_WIFI,-65,VISITANTE_CETELI,-66,CETELI_TREINAMENTOS,-66,CETELI_P&D,-66,dlink-9A00,-70,eduroam,-78,wifi-zone-ufam-1,-78,lpmc_ft,-81,BRITO_AP,-83,S80,-86
RP3,109,CETELI_WIFI,-65,CETELI_TREINAMENTOS,-65,CETELI_P&D,-65,VISITANTE_CETELI,-66,dlink-9A00,-69,lpmc_ft,-77,eduroam,-78,wifi-zone-ufam-1,-78,TPV,-80,BRITO_AP,-82
RP3,110,VISITANTE_CETELI,-62,CETELI_P&D,-62,CETELI_WIFI,-63,CETELI_TREINAMENTOS,-63,dlink-9A00,-68,eduroam,-77,wifi-zone-ufam-1,-78,BRITO_AP,-82,TPV,-83,IoT-zone-ufam,-88
RP3,111,CETELI_TREINAMENTOS,-59,VISITANTE_CETELI,-60,CETELI_WIFI,-60,CETELI_P&D,-60,dlink-9A00,-69,eduroam,-74,wifi-zone-ufam-1,-74,lpmc_ft,-77,TPV,-78,BRITO_AP,-87
RP3,112,CETELI_WIFI,-59,VISITANTE_CETELI,-59,CETELI_P&D,-59,CETELI_TREINAMENTOS,-60,eduroam,-72,wifi-zone-ufam-1,-72,dlink-9A00,-74,TPV,-79,BRITO_AP,-81,IoT-zone-ufam,-88
RP3,113,VISITANTE_CETELI,-56,CETELI_WIFI,-57,CETELI_P&D,-57,CETELI_TREINAMENTOS,-59,wifi-zone-ufam-1,-75,dlink-9A00,-75,eduroam,-76,TPV,-76,lpmc_ft,-78,BRITO_AP,-86
RP3,114,VISITANTE_CETELI,-57,CETELI_TREINAMENTOS,-57,CETELI_P&D,-57,CETELI_WIFI,-58,dlink-9A00,-71,eduroam,-74,wifi-zone-ufam-1,-74,BRITO_AP,-83,IoT-zone-ufam,-88,S80,-92
RP3,115,VISITANTE_CETELI,-58,CETELI_TREINAMENTOS,-58,CETELI_WIFI,-59,CETELI_P&D,-59,dlink-9A00,-72,eduroam,-76,wifi-zone-ufam-1,-77,TPV,-81,BRITO_AP,-85,IoT-zone-ufam,-92
RP3,116,VISITANTE_CETELI,-63,CETELI_TREINAMENTOS,-63,CETELI_P&D,-63,CETELI_WIFI,-64,dlink-9A00,-67,TPV,-72,eduroam,-74,wifi-zone-ufam-1,-74,lpmc_ft,-75,IoT-zone-ufam,-86
RP3,117,VISITANTE_CETELI,-71,dlink-9A00,-71,eduroam,-72,wifi-zone-ufam-1,-72,CETELI_P&D,-72,CETELI_WIFI,-73,CETELI_TREINAMENTOS,-73,TPV,-76,lpmc_ft,-76,BRITO_AP,-81
RP3,118,CETELI_WIFI,-63,VISITANTE_CETELI,-65,CETELI_P&D,-66,CETELI_TREINAMENTOS,-67,eduroam,-73,wifi-zone-ufam-1,-73,lpmc_ft,-75,TPV,-76,BRITO_AP,-81,IoT-zone-ufam,-87
RP3,119,dlink-9A00,-61,VISITANTE_CETELI,-65,CETELI_TREINAMENTOS,-65,CETELI_P&D,-65,CETELI_WIFI,-66,TPV,-72,eduroam,-76,wifi-zone-ufam-1,-76,BRITO_AP,-83,S80,-87
RP3,120,CETELI_WIFI,-61,CETELI_P&D,-61,VISITANTE_CETELI,-62,CETELI_TREINAMENTOS,-62,dlink-9A00,-70,TPV,-72,wifi-zone-ufam-1,-76,eduroam,-77,lpmc_ft,-79,BRITO_AP,-82
RP4,1,CETELI_WIFI,-55,VISITANTE_CETELI,-55,CETELI_TREINAMENTOS,-55,CETELI_P&D,-55,dlink-9A00,-67,wifi-zone-ufam-1,-77,eduroam,-78,TPV,-80,lpmc_ft,-81,IoT-zone-ufam,-83
RP4,2,VISITANTE_CETELI,-60,CETELI_TREINAMENTOS,-60,CETELI_P&D,-60,CETELI_WIFI,-61,dlink-9A00,-66,wifi-zone-ufam-1,-78,eduroam,-78,TPV,-79,lpmc_ft,-81,IoT-zone-ufam,-82
RP4,3,VISITANTE_CETELI,-55,CETELI_WIFI,-55,CETELI_TREINAMENTOS,-56,CETELI_P&D,-56,dlink-9A00,-66,eduroam,-74,TPV,-77,wifi-zone-ufam-1,-77,lpmc_ft,-79,IoT-zone-ufam,-83
RP4,4,VISITANTE_CETELI,-60,CETELI_WIFI,-60,CETELI_TREINAMENTOS,-60,CETELI_P&D,-60,dlink-9A00,-65,TPV,-77,lpmc_ft,-78,eduroam,-78,wifi-zone-ufam-1,-79,IoT-zone-ufam,-82
RP4,5,dlink-9A00,-57,CETELI_WIFI,-59,CETELI_TREINAMENTOS,-59,CETELI_P&D,-59,VISITANTE_CETELI,-60,eduroam,-74,wifi-zone-ufam-1,-74,TPV,-80,IoT-zone-ufam,-80,BRITO_AP,-83
RP4,6,VISITANTE_CETELI,-57,CETELI_TREINAMENTOS,-57,CETELI_WIFI,-58,CETELI_P&D,-58,dlink-9A00,-61,eduroam,-75,wifi-zone-ufam-1,-75,TPV,-80,moto e(7) plus,-83,IoT-zone-ufam,-83
RP4,7,dlink-9A00,-57,CETELI_TREINAMENTOS,-60,CETELI_P&D,-61,CETELI_WIFI,-62,VISITANTE_CETELI,-63,eduroam,-76,wifi-zone-ufam-1,-76,lpmc_ft,-77,IoT-zone-ufam,-83,moto e(7) plus,-86
RP4,8,VISITANTE_CETELI,-55,CETELI_WIFI,-56,CETELI_P&D,-56,CETELI_TREINAMENTOS,-57,dlink-9A00,-61,TPV,-76,wifi-zone-ufam-1,-76,eduroam,-77,BRITO_AP,-84,IoT-zone-ufam,-86
RP4,9,VISITANTE_CETELI,-57,CETELI_TREINAMENTOS,-57,CETELI_P&D,-57,CETELI_WIFI,-58,dlink-9A00,-61,eduroam,-74,wifi-zone-ufam-1,-74,TPV,-78,IoT-zone-ufam,-82,BRITO_AP,-82
RP4,10,VISITANTE_CETELI,-57,CETELI_TREINAMENTOS,-57,CETELI_P&D,-57,CETELI_WIFI,-57,dlink-9A00,-58,TPV,-76,eduroam,-79,wifi-zone-ufam-1,-80,moto e(7) plus,-81,IoT-zone-ufam,-81
RP4,11,VISITANTE_CETELI,-58,CETELI_WIFI,-58,CETELI_TREINAMENTOS,-58,CETELI_P&D,-58,dlink-9A00,-60,eduroam,-74,wifi-zone-ufam-1,-74,lpmc_ft,-79,TPV,-82,IoT-zone-ufam,-83
RP4,12,dlink-9A00,-56,CETELI_WIFI,-64,VISITANTE_CETELI,-64,CETELI_TREINAMENTOS,-65,CETELI_P&D,-65,eduroam,-74,wifi-zone-ufam-1,-74,TPV,-75,lpmc_ft,-79,IoT-zone-ufam,-87
RP4,13,dlink-9A00,-55,CETELI_TREINAMENTOS,-57,CETELI_WIFI,-60,VISITANTE_CETELI,-60,CETELI_P&D,-60,eduroam,-74,wifi-zone-ufam-1,-74,IoT-zone-ufam,-85,BRITO_AP,-87,LAB_LME_2G,-89
RP4,14,dlink-9A00,-55,VISITANTE_CETELI,-60,CETELI_WIFI,-60,CETELI_TREINAMENTOS,-60,CETELI_P&D,-60,eduroam,-73,TPV,-74,wifi-zone-ufam-1,-74,BRITO_AP,-88,S80,-90
RP4,15,dlink-9A00,-52,VISITANTE_CETELI,-60,CETELI_TREINAMENTOS,-60,CETELI_P&D,-60,CETELI_WIFI,-61,eduroam,-72,wifi-zone-ufam-1,-72,TPV,-74,IoT-zone-ufam,-87,S80,-87
RP4,16,dlink-9A00,-60,CETELI_P&D,-61,CETELI_TREINAMENTOS,-62,CETELI_WIFI,-63,VISITANTE_CETELI,-64,eduroam,-72,wifi-zone-ufam-1,-73,lpmc_ft,-75,TPV,-78,IoT-zone-ufam,-84
RP4,17,dlink-9A00,-55,CETELI_WIFI,-59,CETELI_TREINAMENTOS,-59,CETELI_P&D,-59,VISITANTE_CETELI,-60,lpmc_ft,-74,wifi-zone-ufam-1,-77,TPV,-79,IoT-zone-ufam,-80,eduroam,-82
RP4,18,dlink-9A00,-54,CETELI_WIFI,-62,VISITANTE_CETELI,-63,CETELI_TREINAMENTOS,-63,CETELI_P&D,-63,wifi-zone-ufam-1,-77,TPV,-80,lpmc_ft,-80,eduroam,-81,IoT-zone-ufam,-83
RP4,19,dlink-9A00,-57,CETELI_WIFI,-66,CETELI_TREINAMENTOS,-66,VISITANTE_CETELI,-67,CETELI_P&D,-67,lpmc_ft,-77,wifi-zone-ufam-1,-78,eduroam,-79,TPV,-83,IoT-zone-ufam,-84
RP4,20,CETELI_P&D,-64,CETELI_WIFI,-65,VISITANTE_CETELI,-65,CETELI_TREINAMENTOS,-65,dlink-9A00,-68,wifi-zone-ufam-1,-77,eduroam,-78,lpmc_ft,-80,TPV,-82,IoT-zone-ufam,-82
RP4,21,dlink-9A00,-62,CETELI_TREINAMENTOS,-64,CETELI_WIFI,-66,VISITANTE_CETELI,-66,CETELI_P&D,-66,lpmc_ft,-77,wifi-zone-ufam-1,-78,eduroam,-81,TPV,-82,IoT-zone-ufam,-86
RP4,22,dlink-9A00,-59,CETELI_WIFI,-63,VISITANTE_CETELI,-63,CETELI_TREINAMENTOS,-63,CETELI_P&D,-63,wifi-zone-ufam-1,-78,TPV,-79,eduroam,-79,lpmc_ft,-80,IoT-zone-ufam,-84
RP4,23,dlink-9A00,-60,CETELI_TREINAMENTOS,-61,CETELI_P&D,-61,CETELI_WIFI,-62,VISITANTE_CETELI,-62,wifi-zone-ufam-1,-77,eduroam,-79,LAB_LME_2G,-83,lpmc_ft,-84,TPV,-85
RP4,24,CETELI_WIFI,-61,VISITANTE_CETELI,-61,CETELI_TREINAMENTOS,-61,dlink-9A00,-61,CETELI_P&D,-62,TPV,-78,eduroam,-81,wifi-zone-ufam-1,-82,lpmc_ft,-82,IoT-zone-ufam,-85
